"date","state","city","place_type","confirmed","deaths","is_last","estimated_population_2019","city_ibge_code","confirmed_per_100k_inhabitants","death_rate"
2020-04-26,"AL","Anadia","city",1,1,"True",17545,2700201,5.69963,1
2020-04-26,"AL","Arapiraca","city",4,0,"True",231747,2700300,1.72602,NA
2020-04-26,"AL","Atalaia","city",1,0,"True",47185,2700409,2.11932,NA
2020-04-26,"AL","Barra de Santo Antônio","city",1,0,"True",15932,2700508,6.27668,NA
2020-04-26,"AL","Boca da Mata","city",1,0,"True",27281,2701001,3.66555,NA
2020-04-26,"AL","Capela","city",1,0,"True",17053,2701704,5.86407,NA
2020-04-26,"AL","Delmiro Gouveia","city",1,0,"True",52016,2702405,1.92249,NA
2020-04-26,"AL","Ibateguara","city",1,1,"True",15616,2703007,6.40369,1
2020-04-26,"AL","Importados/Indefinidos","city",10,2,"True",NA,NA,NA,0.2
2020-04-26,"AL","Limoeiro de Anadia","city",1,1,"True",28635,2704203,3.49223,1
2020-04-26,"AL","Maceió","city",472,20,"True",1018948,2704302,46.32229,0.0424
2020-04-26,"AL","Maragogi","city",2,0,"True",32704,2704500,6.11546,NA
2020-04-26,"AL","Marechal Deodoro","city",12,2,"True",51901,2704708,23.12094,0.1667
2020-04-26,"AL","Maribondo","city",2,1,"True",13264,2704807,15.07841,0.5
2020-04-26,"AL","Matriz de Camaragibe","city",1,1,"True",24642,2705101,4.05811,1
2020-04-26,"AL","Murici","city",13,0,"True",28236,2705507,46.04052,NA
2020-04-26,"AL","Olho d'Água das Flores","city",1,0,"True",21688,2705705,4.61084,NA
2020-04-26,"AL","Palmeira dos Índios","city",6,0,"True",73218,2706307,8.19471,NA
2020-04-26,"AL","Paripueira","city",1,1,"True",13176,2706448,7.58956,1
2020-04-26,"AL","Piaçabuçu","city",2,0,"True",17827,2706802,11.21894,NA
2020-04-26,"AL","Pilar","city",3,0,"True",35111,2706901,8.54433,NA
2020-04-26,"AL","Porto Calvo","city",1,0,"True",27165,2707305,3.68121,NA
2020-04-26,"AL","Porto Real do Colégio","city",1,0,"True",20066,2707503,4.98355,NA
2020-04-26,"AL","Rio Largo","city",10,0,"True",75120,2707701,13.31203,NA
2020-04-26,"AL","Santa Luzia do Norte","city",1,0,"True",7296,2707909,13.70614,NA
2020-04-26,"AL","São Miguel dos Campos","city",1,0,"True",61251,2708600,1.63263,NA
2020-04-26,"AL","São Miguel dos Milagres","city",1,1,"True",7951,2708709,12.57703,1
2020-04-26,"AL","São Sebastião","city",1,0,"True",34152,2708808,2.92809,NA
2020-04-26,"AL","Satuba","city",5,0,"True",13828,2708907,36.15852,NA
2020-04-26,"AL","União dos Palmares","city",1,0,"True",65611,2709301,1.52413,NA
2020-04-26,"AL","Viçosa","city",1,1,"True",25733,2709400,3.88606,1
2020-04-26,"AL","","state",560,32,"True",3337357,27,16.77975,0.0571
2020-04-26,"AM","Amaturá","city",19,0,"True",11536,1300060,164.7018,NA
2020-04-26,"AM","Anamã","city",1,0,"True",13614,1300086,7.34538,NA
2020-04-26,"AM","Anori","city",18,0,"True",21010,1300102,85.67349,NA
2020-04-26,"AM","Autazes","city",26,2,"True",39565,1300300,65.71465,0.0769
2020-04-26,"AM","Barcelos","city",2,1,"True",27502,1300409,7.2722,0.5
2020-04-26,"AM","Benjamin Constant","city",18,0,"True",42984,1300607,41.87605,NA
2020-04-26,"AM","Beruri","city",7,1,"True",19679,1300631,35.57091,0.1429
2020-04-26,"AM","Boca do Acre","city",4,0,"True",34308,1300706,11.65909,NA
2020-04-26,"AM","Caapiranga","city",1,0,"True",13081,1300839,7.64468,NA
2020-04-26,"AM","Canutama","city",2,0,"True",15629,1300904,12.79672,NA
2020-04-26,"AM","Carauari","city",65,2,"True",28294,1301001,229.73068,0.0308
2020-04-26,"AM","Careiro","city",26,3,"True",37869,1301100,68.65774,0.1154
2020-04-26,"AM","Careiro da Várzea","city",4,0,"True",30225,1301159,13.23408,NA
2020-04-26,"AM","Coari","city",36,2,"True",85097,1301209,42.30466,0.0556
2020-04-26,"AM","Codajás","city",2,0,"True",28637,1301308,6.98397,NA
2020-04-26,"AM","Fonte Boa","city",0,0,"True",17609,1301605,NA,NA
2020-04-26,"AM","Humaitá","city",2,0,"True",55080,1301704,3.63108,NA
2020-04-26,"AM","Iranduba","city",92,5,"True",48296,1301852,190.49197,0.0543
2020-04-26,"AM","Itacoatiara","city",80,7,"True",101337,1301902,78.94451,0.0875
2020-04-26,"AM","Itapiranga","city",3,0,"True",9148,1302009,32.79405,NA
2020-04-26,"AM","Juruá","city",1,0,"True",14712,1302207,6.79717,NA
2020-04-26,"AM","Jutaí","city",3,0,"True",14317,1302306,20.95411,NA
2020-04-26,"AM","Lábrea","city",18,0,"True",46069,1302405,39.07183,NA
2020-04-26,"AM","Manacapuru","city",256,17,"True",97377,1302504,262.89576,0.0664
2020-04-26,"AM","Manaquiri","city",2,1,"True",32105,1302553,6.22956,0.5
2020-04-26,"AM","Manaus","city",2722,246,"True",2182763,1302603,124.70433,0.0904
2020-04-26,"AM","Manicoré","city",3,1,"True",55751,1302702,5.38107,0.3333
2020-04-26,"AM","Maraã","city",8,0,"True",18224,1302801,43.89816,NA
2020-04-26,"AM","Maués","city",56,6,"True",63905,1302900,87.63008,0.1071
2020-04-26,"AM","Nhamundá","city",1,0,"True",21173,1303007,4.723,NA
2020-04-26,"AM","Nova Olinda do Norte","city",3,0,"True",37378,1303106,8.02611,NA
2020-04-26,"AM","Novo Airão","city",2,1,"True",19454,1303205,10.28066,0.5
2020-04-26,"AM","Novo Aripuanã","city",4,0,"True",25644,1303304,15.59819,NA
2020-04-26,"AM","Parintins","city",76,3,"True",114273,1303403,66.5074,0.0395
2020-04-26,"AM","Presidente Figueiredo","city",30,1,"True",36279,1303536,82.69247,0.0333
2020-04-26,"AM","Rio Preto da Eva","city",17,1,"True",33347,1303569,50.9791,0.0588
2020-04-26,"AM","Santa Isabel do Rio Negro","city",4,0,"True",25156,1303601,15.90078,NA
2020-04-26,"AM","Santo Antônio do Içá","city",61,0,"True",21602,1303700,282.38126,NA
2020-04-26,"AM","São Gabriel da Cachoeira","city",1,0,"True",45564,1303809,2.19472,NA
2020-04-26,"AM","São Paulo de Olivença","city",28,0,"True",39299,1303908,71.24863,NA
2020-04-26,"AM","São Sebastião do Uatumã","city",1,0,"True",14020,1303957,7.13267,NA
2020-04-26,"AM","Silves","city",6,0,"True",9171,1304005,65.42362,NA
2020-04-26,"AM","Tabatinga","city",67,3,"True",65844,1304062,101.75566,0.0448
2020-04-26,"AM","Tapauá","city",8,0,"True",17156,1304104,46.63092,NA
2020-04-26,"AM","Tefé","city",22,1,"True",59849,1304203,36.75918,0.0455
2020-04-26,"AM","Tonantins","city",18,0,"True",18755,1304237,95.97441,NA
2020-04-26,"AM","Urucará","city",6,0,"True",16256,1304302,36.90945,NA
2020-04-26,"AM","Urucurituba","city",1,0,"True",23065,1304401,4.33557,NA
2020-04-26,"AM","","state",3833,304,"True",4144597,13,92.48185,0.0793
2020-04-26,"AP","Amapá","city",2,0,"True",9109,1600105,21.95631,NA
2020-04-26,"AP","Itaubal","city",1,0,"True",5503,1600253,18.17191,NA
2020-04-26,"AP","Laranjal do Jari","city",21,0,"True",50410,1600279,41.6584,NA
2020-04-26,"AP","Macapá","city",636,18,"True",503327,1600303,126.35921,0.0283
2020-04-26,"AP","Mazagão","city",12,0,"True",21632,1600402,55.47337,NA
2020-04-26,"AP","Oiapoque","city",12,1,"True",27270,1600501,44.0044,0.0833
2020-04-26,"AP","Pedra Branca do Amapari","city",1,0,"True",16502,1600154,6.05987,NA
2020-04-26,"AP","Porto Grande","city",7,0,"True",21971,1600535,31.86018,NA
2020-04-26,"AP","Santana","city",117,4,"True",121364,1600600,96.40421,0.0342
2020-04-26,"AP","Serra do Navio","city",2,0,"True",5397,1600055,37.05762,NA
2020-04-26,"AP","Tartarugalzinho","city",7,0,"True",17315,1600709,40.42738,NA
2020-04-26,"AP","Vitória do Jari","city",3,0,"True",15931,1600808,18.83121,NA
2020-04-26,"AP","","state",821,23,"True",845731,16,97.07578,0.028
2020-04-26,"ES","Afonso Cláudio","city",3,1,"True",30586,3200102,9.80841,0.3333
2020-04-26,"ES","Alegre","city",2,0,"True",30084,3200201,6.64805,NA
2020-04-26,"ES","Alfredo Chaves","city",16,0,"True",14601,3200300,109.58154,NA
2020-04-26,"ES","Alto Rio Novo","city",0,0,"True",7836,3200359,NA,NA
2020-04-26,"ES","Anchieta","city",7,0,"True",29263,3200409,23.92099,NA
2020-04-26,"ES","Apiacá","city",3,0,"True",7567,3200508,39.64583,NA
2020-04-26,"ES","Aracruz","city",14,1,"True",101220,3200607,13.83126,0.0714
2020-04-26,"ES","Boa Esperança","city",1,0,"True",15037,3201001,6.65026,NA
2020-04-26,"ES","Bom Jesus do Norte","city",8,0,"True",9936,3201100,80.5153,NA
2020-04-26,"ES","Brejetuba","city",1,0,"True",12404,3201159,8.06192,NA
2020-04-26,"ES","Cachoeiro de Itapemirim","city",8,0,"True",208972,3201209,3.82826,NA
2020-04-26,"ES","Cariacica","city",188,5,"True",381285,3201308,49.30695,0.0266
2020-04-26,"ES","Castelo","city",4,0,"True",37534,3201407,10.657,NA
2020-04-26,"ES","Colatina","city",19,0,"True",122499,3201506,15.51033,NA
2020-04-26,"ES","Domingos Martins","city",13,0,"True",33850,3201902,38.40473,NA
2020-04-26,"ES","Fundão","city",15,0,"True",21509,3202207,69.73825,NA
2020-04-26,"ES","Guaçuí","city",6,0,"True",30867,3202306,19.43824,NA
2020-04-26,"ES","Guarapari","city",19,0,"True",124859,3202405,15.21716,NA
2020-04-26,"ES","Ibiraçu","city",2,0,"True",12479,3202504,16.02693,NA
2020-04-26,"ES","Iconha","city",1,0,"True",13860,3202603,7.21501,NA
2020-04-26,"ES","Importados/Indefinidos","city",94,1,"True",NA,NA,NA,0.0106
2020-04-26,"ES","Irupi","city",1,0,"True",13377,3202652,7.47552,NA
2020-04-26,"ES","Itapemirim","city",3,0,"True",34348,3202801,8.73413,NA
2020-04-26,"ES","Jerônimo Monteiro","city",1,0,"True",12192,3203106,8.2021,NA
2020-04-26,"ES","João Neiva","city",2,0,"True",16668,3203130,11.99904,NA
2020-04-26,"ES","Linhares","city",36,1,"True",173555,3203205,20.7427,0.0278
2020-04-26,"ES","Marataízes","city",1,0,"True",38499,3203320,2.59747,NA
2020-04-26,"ES","Marechal Floriano","city",1,0,"True",16694,3203346,5.99018,NA
2020-04-26,"ES","Nova Venécia","city",4,0,"True",50110,3203908,7.98244,NA
2020-04-26,"ES","Pedro Canário","city",3,0,"True",26184,3204054,11.45738,NA
2020-04-26,"ES","Piúma","city",3,0,"True",21711,3204203,13.81788,NA
2020-04-26,"ES","Presidente Kennedy","city",3,1,"True",11574,3204302,25.92017,0.3333
2020-04-26,"ES","Rio Novo do Sul","city",3,0,"True",11622,3204401,25.81311,NA
2020-04-26,"ES","Santa Leopoldina","city",1,0,"True",12224,3204500,8.18063,NA
2020-04-26,"ES","Santa Maria de Jetibá","city",4,1,"True",40431,3204559,9.8934,0.25
2020-04-26,"ES","Santa Teresa","city",6,0,"True",23590,3204609,25.43451,NA
2020-04-26,"ES","São Gabriel da Palha","city",3,0,"True",37947,3204708,7.90576,NA
2020-04-26,"ES","São José do Calçado","city",3,0,"True",10556,3204807,28.41986,NA
2020-04-26,"ES","São Mateus","city",12,1,"True",130611,3204906,9.18759,0.0833
2020-04-26,"ES","São Roque do Canaã","city",2,0,"True",12415,3204955,16.10954,NA
2020-04-26,"ES","Serra","city",417,22,"True",517510,3205002,80.57815,0.0528
2020-04-26,"ES","Sooretama","city",2,0,"True",30070,3205010,6.65115,NA
2020-04-26,"ES","Venda Nova do Imigrante","city",10,0,"True",25277,3205069,39.56166,NA
2020-04-26,"ES","Viana","city",22,2,"True",78239,3205101,28.11897,0.0909
2020-04-26,"ES","Vila Valério","city",2,0,"True",14080,3205176,14.20455,NA
2020-04-26,"ES","Vila Velha","city",468,10,"True",493838,3205200,94.76792,0.0214
2020-04-26,"ES","Vitória","city",382,11,"True",362097,3205309,105.49659,0.0288
2020-04-26,"ES","","state",1819,57,"True",4018650,32,45.26396,0.0313
2020-04-26,"GO","Águas Lindas de Goiás","city",6,0,"True",212440,5200258,2.82433,NA
2020-04-26,"GO","Aloândia","city",1,0,"True",1995,5200506,50.12531,NA
2020-04-26,"GO","Anápolis","city",39,0,"True",386923,5201108,10.07952,NA
2020-04-26,"GO","Anhanguera","city",1,0,"True",1149,5201207,87.0322,NA
2020-04-26,"GO","Aparecida de Goiânia","city",22,2,"True",578179,5201405,3.80505,0.0909
2020-04-26,"GO","Aragoiânia","city",1,0,"True",10308,5201801,9.7012,NA
2020-04-26,"GO","Avelinópolis","city",1,0,"True",2417,5202809,41.3736,NA
2020-04-26,"GO","Barro Alto","city",1,0,"True",11167,5203203,8.95496,NA
2020-04-26,"GO","Bela Vista de Goiás","city",3,0,"True",29975,5203302,10.00834,NA
2020-04-26,"GO","Bom Jesus de Goiás","city",2,0,"True",25216,5203500,7.93147,NA
2020-04-26,"GO","Caldas Novas","city",1,0,"True",91162,5204508,1.09695,NA
2020-04-26,"GO","Campestre de Goiás","city",1,0,"True",3630,5204607,27.54821,NA
2020-04-26,"GO","Campinorte","city",1,0,"True",12626,5204706,7.92016,NA
2020-04-26,"GO","Carmo do Rio Verde","city",3,0,"True",10082,5205000,29.756,NA
2020-04-26,"GO","Catalão","city",1,0,"True",108823,5205109,0.91892,NA
2020-04-26,"GO","Ceres","city",4,0,"True",22191,5205406,18.02533,NA
2020-04-26,"GO","Cidade Ocidental","city",5,0,"True",71376,5205497,7.00516,NA
2020-04-26,"GO","Faina","city",1,0,"True",6627,5207535,15.08978,NA
2020-04-26,"GO","Formosa","city",4,0,"True",121617,5208004,3.28901,NA
2020-04-26,"GO","Goiandira","city",2,1,"True",5600,5208509,35.71429,0.5
2020-04-26,"GO","Goianésia","city",28,2,"True",70084,5208608,39.95206,0.0714
2020-04-26,"GO","Goiânia","city",333,11,"True",1516113,5208707,21.96406,0.033
2020-04-26,"GO","Goianira","city",1,0,"True",44289,5208806,2.2579,NA
2020-04-26,"GO","Goiatuba","city",1,0,"True",34095,5209101,2.93298,NA
2020-04-26,"GO","Guapó","city",1,0,"True",14209,5209200,7.03779,NA
2020-04-26,"GO","Hidrolândia","city",0,0,"True",21706,5209705,NA,NA
2020-04-26,"GO","Importados/Indefinidos","city",1,1,"True",NA,NA,NA,1
2020-04-26,"GO","Inhumas","city",3,0,"True",52866,5210000,5.67472,NA
2020-04-26,"GO","Itaguaru","city",2,0,"True",5237,5210604,38.1898,NA
2020-04-26,"GO","Itumbiara","city",10,0,"True",104742,5211503,9.54727,NA
2020-04-26,"GO","Jaraguá","city",1,0,"True",50511,5211800,1.97977,NA
2020-04-26,"GO","Jataí","city",6,0,"True",100882,5211909,5.94754,NA
2020-04-26,"GO","Luziânia","city",11,2,"True",208299,5212501,5.28087,0.1818
2020-04-26,"GO","Mineiros","city",4,0,"True",66801,5213103,5.98793,NA
2020-04-26,"GO","Montividiu","city",1,0,"True",13396,5213756,7.46491,NA
2020-04-26,"GO","Morrinhos","city",0,0,"True",46136,5213806,NA,NA
2020-04-26,"GO","Nerópolis","city",2,0,"True",29850,5214507,6.70017,NA
2020-04-26,"GO","Niquelândia","city",1,0,"True",46388,5214606,2.15573,NA
2020-04-26,"GO","Nova Glória","city",1,0,"True",8164,5214861,12.2489,NA
2020-04-26,"GO","Nova Veneza","city",1,0,"True",9853,5215009,10.14919,NA
2020-04-26,"GO","Novo Gama","city",1,0,"True",115711,5215231,0.86422,NA
2020-04-26,"GO","Paranaiguara","city",1,0,"True",10057,5216304,9.94332,NA
2020-04-26,"GO","Paraúna","city",3,1,"True",10988,5216403,27.30251,0.3333
2020-04-26,"GO","Pirenópolis","city",0,0,"True",24908,5217302,NA,NA
2020-04-26,"GO","Pires do Rio","city",3,1,"True",31458,5217401,9.53652,0.3333
2020-04-26,"GO","Planaltina","city",1,1,"True",89918,5217609,1.11212,1
2020-04-26,"GO","Professor Jamil","city",6,1,"True",3223,5218391,186.16196,0.1667
2020-04-26,"GO","Rialma","city",6,0,"True",10918,5218607,54.95512,NA
2020-04-26,"GO","Rio Verde","city",14,1,"True",235647,5218805,5.94109,0.0714
2020-04-26,"GO","Santa Helena de Goiás","city",1,0,"True",38648,5219308,2.58746,NA
2020-04-26,"GO","Santo Antônio do Descoberto","city",3,0,"True",74744,5219753,4.0137,NA
2020-04-26,"GO","São Luís de Montes Belos","city",2,0,"True",33817,5220108,5.91419,NA
2020-04-26,"GO","Senador Canedo","city",6,0,"True",115371,5220454,5.20061,NA
2020-04-26,"GO","Silvânia","city",1,0,"True",20695,5220603,4.83209,NA
2020-04-26,"GO","Trindade","city",7,0,"True",127599,5221403,5.48594,NA
2020-04-26,"GO","Uruaçu","city",0,0,"True",40532,5221601,NA,NA
2020-04-26,"GO","Valparaíso de Goiás","city",9,1,"True",168468,5221858,5.34226,0.1111
2020-04-26,"GO","Vianópolis","city",1,0,"True",13863,5222005,7.21345,NA
2020-04-26,"GO","","state",573,25,"True",7018354,52,8.16431,0.0436
2020-04-26,"MA","Açailândia","city",12,0,"True",112445,2100055,10.67188,NA
2020-04-26,"MA","Alcântara","city",1,0,"True",22097,2100204,4.5255,NA
2020-04-26,"MA","Altamira do Maranhão","city",1,1,"True",8128,2100402,12.30315,1
2020-04-26,"MA","Alto Alegre do Pindaré","city",1,0,"True",31919,2100477,3.13293,NA
2020-04-26,"MA","Anajatuba","city",5,1,"True",26803,2100709,18.65463,0.2
2020-04-26,"MA","Arari","city",3,1,"True",29848,2101004,10.05092,0.3333
2020-04-26,"MA","Bacabal","city",21,1,"True",104949,2101202,20.00972,0.0476
2020-04-26,"MA","Bacabeira","city",7,0,"True",17055,2101251,41.04368,NA
2020-04-26,"MA","Balsas","city",4,0,"True",94887,2101400,4.21554,NA
2020-04-26,"MA","Barreirinhas","city",2,0,"True",62528,2101707,3.19857,NA
2020-04-26,"MA","Brejo","city",1,0,"True",36397,2102101,2.74748,NA
2020-04-26,"MA","Buriticupu","city",1,0,"True",72358,2102325,1.38202,NA
2020-04-26,"MA","Cachoeira Grande","city",4,1,"True",9431,2102374,42.41332,0.25
2020-04-26,"MA","Cajapió","city",1,0,"True",11177,2102408,8.94694,NA
2020-04-26,"MA","Cantanhede","city",1,0,"True",21995,2102705,4.54649,NA
2020-04-26,"MA","Caxias","city",15,0,"True",164880,2103000,9.09753,NA
2020-04-26,"MA","Centro Novo do Maranhão","city",1,0,"True",21622,2103174,4.62492,NA
2020-04-26,"MA","Chapadinha","city",9,0,"True",79675,2103208,11.29589,NA
2020-04-26,"MA","Codó","city",3,0,"True",122859,2103307,2.44182,NA
2020-04-26,"MA","Colinas","city",4,0,"True",41178,2103505,9.71392,NA
2020-04-26,"MA","Cururupu","city",1,1,"True",32695,2103703,3.05857,1
2020-04-26,"MA","Davinópolis","city",2,1,"True",12908,2103752,15.49427,0.5
2020-04-26,"MA","Dom Pedro","city",0,0,"True",23350,2103802,NA,NA
2020-04-26,"MA","Estreito","city",1,0,"True",41946,2104057,2.38402,NA
2020-04-26,"MA","Governador Edison Lobão","city",1,0,"True",18296,2104552,5.46568,NA
2020-04-26,"MA","Governador Nunes Freire","city",1,0,"True",25577,2104677,3.90976,NA
2020-04-26,"MA","Icatu","city",0,0,"True",27113,2105104,NA,NA
2020-04-26,"MA","Imperatriz","city",92,3,"True",258682,2105302,35.5649,0.0326
2020-04-26,"MA","Itapecuru Mirim","city",0,0,"True",68203,2105401,NA,NA
2020-04-26,"MA","Junco do Maranhão","city",1,0,"True",3432,2105658,29.13753,NA
2020-04-26,"MA","Lago da Pedra","city",2,1,"True",50266,2105708,3.97883,0.5
2020-04-26,"MA","Mata Roma","city",1,0,"True",16829,2106409,5.94212,NA
2020-04-26,"MA","Matinha","city",4,0,"True",23370,2106508,17.11596,NA
2020-04-26,"MA","Milagres do Maranhão","city",2,0,"True",8464,2106672,23.62949,NA
2020-04-26,"MA","Miranda do Norte","city",4,0,"True",28381,2106755,14.09394,NA
2020-04-26,"MA","Mirinzal","city",1,1,"True",14962,2106805,6.6836,1
2020-04-26,"MA","Monção","city",1,0,"True",33434,2106904,2.99097,NA
2020-04-26,"MA","Morros","city",3,0,"True",19433,2107100,15.43766,NA
2020-04-26,"MA","Olho d'Água das Cunhãs","city",1,0,"True",19505,2107407,5.12689,NA
2020-04-26,"MA","Paço do Lumiar","city",74,6,"True",122197,2107506,60.55795,0.0811
2020-04-26,"MA","Pedreiras","city",2,0,"True",39229,2108207,5.09827,NA
2020-04-26,"MA","Presidente Dutra","city",1,0,"True",47804,2109106,2.09188,NA
2020-04-26,"MA","Presidente Juscelino","city",4,0,"True",12734,2109205,31.41197,NA
2020-04-26,"MA","Raposa","city",11,2,"True",30761,2109452,35.75957,0.1818
2020-04-26,"MA","Rosário","city",10,0,"True",42740,2109601,23.39729,NA
2020-04-26,"MA","Santa Inês","city",3,0,"True",89044,2109908,3.36912,NA
2020-04-26,"MA","Santa Rita","city",14,0,"True",37855,2110203,36.98323,NA
2020-04-26,"MA","São Benedito do Rio Preto","city",1,0,"True",18663,2110401,5.3582,NA
2020-04-26,"MA","São Francisco do Brejão","city",1,0,"True",11798,2110856,8.47601,NA
2020-04-26,"MA","São João Batista","city",1,0,"True",20665,2111003,4.8391,NA
2020-04-26,"MA","São João dos Patos","city",1,0,"True",25929,2111102,3.85669,NA
2020-04-26,"MA","São José de Ribamar","city",137,6,"True",177687,2111201,77.10187,0.0438
2020-04-26,"MA","São Luís","city",1894,98,"True",1101884,2111300,171.88742,0.0517
2020-04-26,"MA","Timon","city",16,0,"True",169107,2112209,9.46147,NA
2020-04-26,"MA","Trizidela do Vale","city",2,0,"True",21998,2112233,9.09174,NA
2020-04-26,"MA","Tuntum","city",2,0,"True",41832,2112308,4.78103,NA
2020-04-26,"MA","Urbano Santos","city",3,0,"True",33122,2112605,9.05742,NA
2020-04-26,"MA","Vargem Grande","city",3,0,"True",56510,2112704,5.30879,NA
2020-04-26,"MA","Viana","city",2,0,"True",52441,2112803,3.81381,NA
2020-04-26,"MA","Vitória do Mearim","city",6,0,"True",32764,2112902,18.31278,NA
2020-04-26,"MA","Vitorino Freire","city",1,0,"True",31523,2113009,3.17229,NA
2020-04-26,"MA","Zé Doca","city",6,1,"True",51714,2114007,11.60227,0.1667
2020-04-26,"MA","","state",2410,125,"True",7075181,21,34.06273,0.0519
2020-04-26,"MG","Abaeté","city",1,0,"True",23237,3100203,4.30348,NA
2020-04-26,"MG","Além Paraíba","city",1,0,"True",35362,3101508,2.82789,NA
2020-04-26,"MG","Alfenas","city",3,0,"True",79996,3101607,3.75019,NA
2020-04-26,"MG","Almenara","city",5,0,"True",41896,3101706,11.93431,NA
2020-04-26,"MG","Alpercata","city",1,0,"True",7424,3101805,13.46983,NA
2020-04-26,"MG","Araguari","city",7,0,"True",117267,3103504,5.96928,NA
2020-04-26,"MG","Araxá","city",3,1,"True",106229,3104007,2.82409,0.3333
2020-04-26,"MG","Arceburgo","city",1,0,"True",10772,3104106,9.28333,NA
2020-04-26,"MG","Arcos","city",7,0,"True",40092,3104205,17.45984,NA
2020-04-26,"MG","Barbacena","city",5,0,"True",137313,3105608,3.64132,NA
2020-04-26,"MG","Belmiro Braga","city",1,1,"True",3429,3106101,29.16302,1
2020-04-26,"MG","Belo Horizonte","city",544,11,"True",2512070,3106200,21.65545,0.0202
2020-04-26,"MG","Belo Oriente","city",1,0,"True",26700,3106309,3.74532,NA
2020-04-26,"MG","Belo Vale","city",1,1,"True",7715,3106408,12.96176,1
2020-04-26,"MG","Betim","city",13,0,"True",439340,3106705,2.95898,NA
2020-04-26,"MG","Bicas","city",1,0,"True",14494,3106903,6.89941,NA
2020-04-26,"MG","Boa Esperança","city",9,0,"True",40127,3107109,22.42879,NA
2020-04-26,"MG","Bom Despacho","city",1,0,"True",50605,3107406,1.97609,NA
2020-04-26,"MG","Bonfim","city",1,1,"True",6868,3108107,14.56028,1
2020-04-26,"MG","Borda da Mata","city",2,0,"True",19412,3108305,10.30291,NA
2020-04-26,"MG","Botelhos","city",1,0,"True",14971,3108404,6.67958,NA
2020-04-26,"MG","Brasília de Minas","city",2,0,"True",32347,3108602,6.18295,NA
2020-04-26,"MG","Caetanópolis","city",1,0,"True",11624,3109907,8.60289,NA
2020-04-26,"MG","Caeté","city",2,0,"True",44718,3110004,4.47247,NA
2020-04-26,"MG","Camanducaia","city",2,0,"True",21770,3110509,9.18695,NA
2020-04-26,"MG","Cambuí","city",8,0,"True",29551,3110608,27.07184,NA
2020-04-26,"MG","Cambuquira","city",2,0,"True",12814,3110707,15.60793,NA
2020-04-26,"MG","Campo Belo","city",3,0,"True",54029,3111200,5.55257,NA
2020-04-26,"MG","Campos Altos","city",1,0,"True",15461,3111507,6.46789,NA
2020-04-26,"MG","Campos Gerais","city",1,0,"True",28774,3111606,3.47536,NA
2020-04-26,"MG","Capitólio","city",1,0,"True",8632,3112802,11.5848,NA
2020-04-26,"MG","Carangola","city",1,0,"True",33000,3113305,3.0303,NA
2020-04-26,"MG","Carlos Chagas","city",1,0,"True",18837,3113701,5.3087,NA
2020-04-26,"MG","Carmo da Cachoeira","city",1,0,"True",12170,3113909,8.21693,NA
2020-04-26,"MG","Carmo do Cajuru","city",2,0,"True",22478,3114204,8.89759,NA
2020-04-26,"MG","Cataguases","city",3,1,"True",75123,3115300,3.99345,0.3333
2020-04-26,"MG","Centralina","city",1,0,"True",10350,3115805,9.66184,NA
2020-04-26,"MG","Conceição das Alagoas","city",2,0,"True",27893,3117306,7.17026,NA
2020-04-26,"MG","Conselheiro Lafaiete","city",12,0,"True",128589,3118304,9.33206,NA
2020-04-26,"MG","Contagem","city",46,2,"True",663855,3118601,6.92922,0.0435
2020-04-26,"MG","Coromandel","city",7,0,"True",27974,3119302,25.02324,NA
2020-04-26,"MG","Coronel Fabriciano","city",6,0,"True",109855,3119401,5.46175,NA
2020-04-26,"MG","Curvelo","city",0,0,"True",80129,3120904,NA,NA
2020-04-26,"MG","Divinésia","city",1,0,"True",3417,3121902,29.26544,NA
2020-04-26,"MG","Divinópolis","city",58,1,"True",238230,3122306,24.34622,0.0172
2020-04-26,"MG","Esmeraldas","city",1,0,"True",70552,3124104,1.41739,NA
2020-04-26,"MG","Espera Feliz","city",5,0,"True",24951,3124203,20.03928,NA
2020-04-26,"MG","Espinosa","city",1,1,"True",31617,3124302,3.16286,1
2020-04-26,"MG","Espírito Santo do Dourado","city",1,0,"True",4692,3124401,21.31287,NA
2020-04-26,"MG","Estiva","city",1,0,"True",11354,3124500,8.80747,NA
2020-04-26,"MG","Extrema","city",21,1,"True",36225,3125101,57.97101,0.0476
2020-04-26,"MG","Faria Lemos","city",1,0,"True",3241,3125309,30.85467,NA
2020-04-26,"MG","Ferros","city",5,0,"True",9820,3125903,50.9165,NA
2020-04-26,"MG","Formiga","city",1,0,"True",67683,3126109,1.47748,NA
2020-04-26,"MG","Frutal","city",2,0,"True",59496,3127107,3.36157,NA
2020-04-26,"MG","Goianá","city",2,0,"True",3966,3127388,50.42864,NA
2020-04-26,"MG","Governador Valadares","city",14,3,"True",279885,3127701,5.00205,0.2143
2020-04-26,"MG","Guaranésia","city",1,0,"True",19021,3128303,5.25735,NA
2020-04-26,"MG","Guaxupé","city",3,0,"True",51917,3128709,5.77845,NA
2020-04-26,"MG","Guimarânia","city",1,0,"True",8039,3128907,12.43936,NA
2020-04-26,"MG","Ibirité","city",7,0,"True",180204,3129806,3.88449,NA
2020-04-26,"MG","Imbé de Minas","city",1,0,"True",6903,3130556,14.48646,NA
